/net014 X,/net014 Y,/net015 X,/net015 Y
2.505601153085132e-09,0.8627833294920734,2.505601153085132e-09,-0.04400503916645119
2.508899183367729e-09,0.8627862451654906,2.508899183367729e-09,-0.04400713323842839
2.512197213650326e-09,0.8627902223602173,2.512197213650326e-09,-0.0440098734055176
2.514542606949887e-09,0.8627934736166815,2.514542606949887e-09,-0.04401205835680636
2.516888000249447e-09,0.8627968664920953,2.516888000249447e-09,-0.04401436398525838
2.519233393549008e-09,0.8628003237725314,2.519233393549008e-09,-0.0440168441385802
2.521578786848569e-09,0.8628035960345453,2.521578786848569e-09,-0.04401936702906941
2.52364351732267e-09,0.8628063011913634,2.52364351732267e-09,-0.04402165641902158
2.526480139339359e-09,0.8628097797058919,2.526480139339359e-09,-0.04402492499003962
2.529316761356048e-09,0.8628131032992649,2.529316761356048e-09,-0.04402837916140297
2.531597930201207e-09,0.8628156359020682,2.531597930201207e-09,-0.04403115790984699
2.533879099046366e-09,0.8628182016727586,2.533879099046366e-09,-0.0440340128276483
2.535585756982931e-09,0.8628200843567667,2.535585756982931e-09,-0.0440360974975525
2.537292414919496e-09,0.8628218950004375,2.537292414919496e-09,-0.04403809497544386
2.540705730792625e-09,0.8628250382904917,2.540705730792625e-09,-0.04404164963047306
2.547532362538885e-09,0.8628283863204904,2.547532362538885e-09,-0.04404620303652325
2.561185626031404e-09,0.8628294256950473,2.561185626031404e-09,-0.04404957215422338
